frame,time_s,x,y,w,h,area
714,12.310345,539,905,23,20,370
715,12.327586,539,904,23,21,373
716,12.344828,539,904,23,21,390
717,12.362069,539,904,26,21,424
718,12.37931,539,904,26,21,420
719,12.396552,539,905,27,20,444
720,12.413793,540,905,26,21,441
721,12.431034,540,905,26,23,454
722,12.448276,538,905,28,23,487
723,12.465517,538,906,29,23,488
724,12.482759,539,906,28,22,493
725,12.5,539,906,28,22,483
726,12.517241,535,907,32,22,517
727,12.534483,539,907,28,21,478
728,12.551724,539,907,28,21,476
729,12.568966,536,906,32,23,529
730,12.586207,539,907,28,22,475
731,12.603448,536,907,31,22,496
732,12.62069,537,906,30,24,533
733,12.637931,536,907,31,23,513
734,12.655172,536,907,31,23,507
735,12.672414,536,907,31,23,490
736,12.689655,536,907,31,22,481
737,12.706897,539,907,27,20,429
738,12.724138,539,906,28,22,445
739,12.741379,539,906,28,22,465
740,12.758621,539,906,28,21,432
741,12.775862,541,906,27,20,437
742,12.793103,540,905,30,21,482
743,12.810345,540,906,30,20,468
744,12.827586,542,906,28,20,457
745,12.844828,542,905,28,21,466
746,12.862069,542,905,28,21,471
747,12.87931,542,906,28,20,452
748,12.896552,543,906,27,19,412
749,12.913793,544,906,26,20,420
750,12.931034,544,906,26,20,403
751,12.948276,544,906,26,20,408
752,12.965517,544,906,26,20,407
753,12.982759,545,906,25,20,401
754,13.0,545,905,25,21,406
755,13.017241,546,906,24,20,378
756,13.034483,546,905,24,21,398
757,13.051724,546,905,24,21,384
758,13.068966,546,905,24,20,371
759,13.086207,546,905,25,21,399
760,13.103448,545,903,27,23,430
761,13.12069,545,903,28,24,457
762,13.137931,544,902,29,25,442
763,13.155172,538,902,34,23,413
764,13.172414,545,903,28,22,378
765,13.189655,545,903,28,22,368
766,13.206897,546,903,27,23,359
767,13.224138,546,904,27,22,325
768,13.241379,544,902,29,42,452
769,13.258621,496,899,31,18,366
770,13.275862,496,899,31,18,385
771,13.293103,496,898,32,19,405
772,13.310345,552,906,24,22,333
773,13.327586,552,908,23,20,319
774,13.344828,552,907,22,21,316
775,13.362069,552,908,22,19,299
776,13.37931,552,906,24,21,361
777,13.396552,560,933,15,13,146
778,13.413793,561,933,14,13,141
779,13.431034,561,933,14,13,133
780,13.448276,500,897,33,19,383
781,13.465517,500,896,48,20,584
782,13.482759,501,895,49,21,668
783,13.5,502,895,46,21,657
784,13.517241,502,896,44,20,512
922,15.896552,510,895,39,19,452
923,15.913793,512,896,37,18,409
924,15.931034,511,895,40,20,504
925,15.948276,510,895,41,19,539
926,15.965517,511,895,40,20,510
927,15.982759,510,895,41,20,541
928,16.0,510,895,41,19,520
929,16.017241,511,895,42,20,560
930,16.034483,511,895,42,20,564
931,16.051724,511,896,41,19,451
932,16.068966,511,895,41,20,496
933,16.086207,511,895,41,20,526
934,16.103448,511,899,42,17,360
935,16.12069,512,897,41,19,412
936,16.137931,511,898,42,17,403
1032,17.793103,507,894,34,15,383
1033,17.810345,506,890,37,20,543
1034,17.827586,505,891,38,25,610
1035,17.844828,505,891,35,18,458
1162,20.034483,508,920,32,18,374
1186,20.448276,508,920,32,18,363
1334,23.0,503,906,32,23,475
1389,23.948276,509,895,35,16,361
1390,23.965517,510,895,35,16,382
1391,23.982759,510,894,36,17,404
1392,24.0,510,895,35,16,358
1393,24.017241,510,894,35,17,393
1394,24.034483,510,895,36,15,401
1395,24.051724,510,893,39,17,454
1396,24.068966,510,894,36,16,400
1397,24.086207,510,894,36,17,379
1398,24.103448,510,894,35,17,381
1399,24.12069,509,896,36,24,399
1400,24.137931,508,895,37,25,484
1401,24.155172,508,894,37,26,525
1402,24.172414,504,894,44,23,649
1403,24.189655,510,895,34,15,356
1404,24.206897,511,895,34,15,362
1405,24.224138,510,894,36,16,422
1406,24.241379,508,895,37,23,434
1407,24.258621,508,894,38,26,541
1408,24.275862,510,894,36,16,412
1409,24.293103,510,894,36,16,386
1410,24.310345,508,894,38,25,498
1411,24.327586,510,894,36,16,374
1412,24.344828,508,894,38,25,449
1413,24.362069,509,894,36,23,378
1414,24.37931,507,894,38,23,462
1415,24.396552,511,894,34,15,363
1416,24.413793,511,894,36,16,395
1417,24.431034,511,894,35,16,383
1418,24.448276,509,895,36,22,388
1493,25.741379,500,894,30,23,456
1549,26.706897,501,903,29,16,364
1566,27.0,504,885,45,23,513
1567,27.017241,502,884,50,22,718
1568,27.034483,502,882,50,25,813
1569,27.051724,502,883,50,24,767
1570,27.068966,502,884,50,23,694
1571,27.086207,502,886,50,22,656
1572,27.103448,502,886,51,22,671
1573,27.12069,502,885,50,23,657
1574,27.137931,502,883,50,25,702
1575,27.155172,514,883,38,24,610
1576,27.172414,514,886,38,21,497
1577,27.189655,514,887,37,20,448
1578,27.206897,513,888,37,19,421
1597,27.534483,507,890,24,25,382
1599,27.568966,512,907,16,10,124
1606,27.689655,509,908,20,10,136
1607,27.706897,510,908,19,10,132
1608,27.724138,508,907,21,10,159
1609,27.741379,508,888,27,28,525
1677,28.913793,508,886,30,19,407
1678,28.931034,509,885,29,19,425
1765,30.431034,553,902,29,20,363
1766,30.448276,553,902,29,20,371
1767,30.465517,553,902,30,19,356
1768,30.482759,553,902,29,20,369
1769,30.5,553,902,30,20,388
1770,30.517241,554,902,29,20,356
1771,30.534483,553,902,30,23,444
1772,30.551724,553,902,30,20,359
1773,30.568966,553,902,30,20,420
1774,30.586207,554,902,30,20,421
1775,30.603448,553,900,30,22,452
1776,30.62069,554,901,29,20,365
1777,30.637931,553,900,30,20,388
1778,30.655172,544,899,39,22,523
1779,30.672414,551,900,32,16,367
1780,30.689655,552,900,31,20,376
1781,30.706897,551,900,32,20,395
1782,30.724138,551,900,32,21,415
1783,30.741379,550,900,31,20,395
1784,30.758621,550,900,31,20,383
1785,30.775862,549,897,42,24,580
1786,30.793103,550,900,31,21,366
2266,39.068966,568,902,43,18,480
2267,39.086207,542,901,73,43,1803
2268,39.103448,550,900,66,45,1751
2269,39.12069,547,900,70,44,1876
2270,39.137931,544,900,73,44,1888
2271,39.155172,544,900,74,45,1911
2272,39.172414,551,899,69,45,1812
2273,39.189655,549,900,71,46,1780
2274,39.206897,551,900,69,45,1812
2275,39.224138,546,901,47,15,409
2276,39.241379,546,900,74,44,1620
2277,39.258621,546,901,72,43,1668
2278,39.275862,546,900,73,45,1769
2279,39.293103,548,902,49,16,447
2280,39.310345,546,902,73,42,1621
2281,39.327586,542,902,76,42,1635
2282,39.344828,542,905,23,14,220
2283,39.362069,542,905,24,14,237
2284,39.37931,542,902,76,42,1643
2285,39.396552,542,902,77,42,1680
2286,39.413793,546,905,51,14,424
2287,39.431034,542,902,76,42,1621
2288,39.448276,542,902,75,42,1593
2289,39.465517,546,906,50,14,421
2685,46.293103,548,903,38,21,380
2686,46.310345,548,902,40,22,435
2687,46.327586,549,900,38,22,426
2688,46.344828,551,900,37,22,420
2689,46.362069,552,899,36,22,429
2702,46.586207,608,897,26,21,384
2703,46.603448,608,898,28,19,403
2704,46.62069,608,898,30,18,410
2705,46.637931,608,898,32,19,452
2706,46.655172,607,899,35,19,502
2707,46.672414,607,899,37,19,513
2708,46.689655,611,899,34,19,490
2709,46.706897,607,898,41,19,578
2710,46.724138,607,899,43,17,554
2711,46.741379,602,898,50,18,652
2712,46.758621,602,896,53,20,721
2713,46.775862,603,898,52,20,680
2714,46.793103,603,898,52,19,653
2715,46.810345,604,897,52,20,659
2716,46.827586,605,896,51,21,692
2717,46.844828,605,897,51,20,674
2718,46.862069,605,897,51,20,648
2719,46.87931,606,897,52,25,786
2720,46.896552,606,896,52,20,620
2721,46.913793,607,897,51,20,619
2722,46.931034,609,895,52,22,627
2723,46.948276,631,897,30,20,438
2724,46.965517,632,898,31,19,434
2725,46.982759,634,897,31,19,437
2726,47.0,636,897,30,17,405
2727,47.017241,638,897,30,17,398
2728,47.034483,640,896,31,18,431
2729,47.051724,641,896,31,20,484
2730,47.068966,643,896,30,18,413
2731,47.086207,644,896,30,19,391
2732,47.103448,642,896,32,18,435
2733,47.12069,642,895,31,19,457
2734,47.137931,642,895,32,19,478
2735,47.155172,620,895,54,19,685
2736,47.172414,642,895,32,19,492
2737,47.189655,643,895,31,19,474
2738,47.206897,642,895,31,18,457
2739,47.224138,622,895,52,19,648
2740,47.241379,642,894,33,19,471
2741,47.258621,643,894,33,19,473
2742,47.275862,624,894,53,20,638
2743,47.293103,643,894,35,20,519
2744,47.310345,644,895,35,19,497
2745,47.327586,644,894,35,18,447
2746,47.344828,645,894,34,18,429
2747,47.362069,645,894,35,17,441
2748,47.37931,646,894,36,17,436
2749,47.396552,645,894,36,18,458
2750,47.413793,632,894,50,17,517
2751,47.431034,646,893,37,19,467
2752,47.448276,649,893,35,19,477
2753,47.465517,646,892,38,21,525
2754,47.482759,646,892,38,19,519
2755,47.5,646,892,38,17,514
2756,47.517241,647,892,38,18,509
2757,47.534483,649,892,35,18,467
2758,47.551724,650,892,34,17,449
2759,47.568966,650,890,33,21,494
2760,47.586207,650,890,31,22,474
2761,47.603448,648,890,31,20,439
2762,47.62069,646,889,31,19,398
2763,47.637931,631,890,48,42,1439
2764,47.655172,640,890,31,21,424
2765,47.672414,638,888,33,27,486
2766,47.689655,630,887,42,43,1334
2767,47.706897,622,888,49,42,1458
2768,47.724138,626,889,46,41,1385
2769,47.741379,630,889,41,41,1227
2770,47.758621,622,891,51,39,1362
2771,47.775862,629,889,44,42,1304
2772,47.793103,632,890,37,19,378
2802,48.310345,611,895,61,21,695
2803,48.327586,610,895,62,22,732
2804,48.344828,608,895,63,22,748
2805,48.362069,607,894,64,24,814
2806,48.37931,606,894,65,25,851
2807,48.396552,604,894,65,24,839
2808,48.413793,603,894,64,23,797
2809,48.431034,601,894,63,23,847
2810,48.448276,611,894,50,23,652
2811,48.465517,610,893,51,23,643
2812,48.482759,609,892,49,21,589
2813,48.5,611,894,44,23,525
2814,48.517241,611,894,43,22,533
2815,48.534483,610,893,43,23,559
2816,48.551724,610,894,42,25,577
2817,48.568966,609,894,39,25,530
2818,48.586207,582,893,64,19,716
2819,48.603448,580,893,64,24,805
2820,48.62069,577,893,62,24,829
2821,48.637931,576,892,59,24,766
2822,48.655172,574,891,60,25,822
2823,48.672414,572,891,57,25,771
2824,48.689655,570,890,59,26,763
2825,48.706897,586,892,42,24,586
2826,48.724138,586,892,42,24,517
2827,48.741379,564,886,60,46,1513
2828,48.758621,586,892,26,24,357
2829,48.775862,560,889,48,25,607
2830,48.793103,558,886,60,44,1344
2831,48.810345,555,887,66,41,1326
2832,48.827586,553,887,30,18,376
2833,48.844828,551,886,57,32,1166
2834,48.862069,550,886,59,32,1169
2835,48.87931,547,886,30,18,403
2836,48.896552,544,886,30,18,389
2837,48.913793,543,884,30,21,430
2838,48.931034,542,884,30,22,458
2839,48.948276,540,884,30,21,455
2840,48.965517,538,884,27,19,413
2841,48.982759,534,885,30,18,375
2842,49.0,532,884,28,21,423
2843,49.017241,531,883,29,20,402
2844,49.034483,531,884,30,20,393
2845,49.051724,531,883,29,20,434
2846,49.068966,531,882,28,21,419
2847,49.086207,530,882,28,22,414
2848,49.103448,529,881,27,21,395
2849,49.12069,528,881,27,21,379
2850,49.137931,526,881,50,27,825
2851,49.155172,526,881,26,22,384
2852,49.172414,524,880,26,20,378
2853,49.189655,524,878,50,30,837
2854,49.206897,522,878,51,25,800
2855,49.224138,521,878,25,22,400
2856,49.241379,520,878,26,21,378
2857,49.258621,518,878,25,23,360
2858,49.275862,516,876,50,28,847
2859,49.293103,516,878,27,25,399
2899,49.982759,554,863,24,22,387
2900,50.0,557,864,24,23,405
2901,50.017241,558,863,26,23,456
2902,50.034483,560,862,28,24,525
2903,50.051724,562,862,30,24,569
2904,50.068966,564,861,31,24,574
2905,50.086207,566,861,31,24,588
2906,50.103448,566,860,34,24,602
2907,50.12069,566,859,36,26,672
2908,50.137931,563,859,43,26,769
2909,50.155172,568,859,41,25,713
2910,50.172414,571,859,42,25,771
2911,50.189655,569,859,47,25,831
2912,50.206897,571,858,46,27,818
2913,50.224138,570,857,45,28,830
2914,50.241379,564,856,50,29,972
2915,50.258621,562,856,49,30,1018
