frame,time_s,x,y,w,h,area
1034,17.827586,612,856,46,17,396
1215,20.948276,588,856,31,24,374
1216,20.965517,587,856,33,29,534
1217,20.982759,587,856,59,26,908
1218,21.0,587,856,33,25,470
1219,21.017241,588,854,71,27,948
1220,21.034483,586,855,34,27,540
1221,21.051724,586,856,33,30,553
1222,21.068966,588,856,32,25,467
1223,21.086207,588,856,32,26,457
1224,21.103448,587,855,33,25,479
1225,21.12069,588,856,31,23,373
1226,21.137931,588,856,30,24,360
1522,26.241379,625,851,31,18,394
1523,26.258621,618,858,43,14,392
1546,26.655172,615,856,43,15,454
1547,26.672414,615,857,46,15,483
1548,26.689655,614,857,48,23,605
1549,26.706897,615,857,46,24,591
1550,26.724138,615,857,47,23,592
1551,26.741379,615,857,47,24,624
1552,26.758621,615,856,46,24,613
1553,26.775862,614,855,48,25,744
1554,26.793103,614,855,47,25,730
1555,26.810345,614,855,47,19,647
1556,26.827586,614,855,47,19,651
1557,26.844828,615,855,45,19,592
1558,26.862069,614,855,48,25,699
1559,26.87931,615,857,46,24,656
1560,26.896552,615,857,46,22,595
1561,26.913793,615,857,45,22,577
1562,26.931034,614,857,47,22,601
1563,26.948276,614,856,48,23,618
1564,26.965517,615,857,46,22,582
1565,26.982759,616,857,44,22,552
1566,27.0,616,855,44,19,561
1567,27.017241,616,855,44,18,555
1568,27.034483,615,852,46,26,713
1569,27.051724,615,854,46,27,756
1570,27.068966,614,852,47,28,775
1571,27.086207,614,852,48,27,808
1572,27.103448,615,853,47,28,878
1573,27.12069,614,853,48,27,888
1574,27.137931,615,853,47,28,855
1575,27.155172,615,853,46,27,835
1576,27.172414,615,852,46,27,811
1577,27.189655,615,852,46,22,756
1578,27.206897,615,851,46,23,790
1579,27.224138,615,851,45,23,748
1580,27.241379,616,851,44,23,711
1581,27.258621,617,852,42,22,675
1582,27.275862,615,854,44,20,622
1583,27.293103,615,853,45,28,858
1584,27.310345,615,852,46,30,895
1585,27.327586,615,851,43,28,829
1586,27.344828,615,851,43,24,789
1587,27.362069,615,851,43,30,868
1588,27.37931,614,850,44,26,823
