frame,time_s,x,y,w,h,area
983,16.948276,363,838,23,23,358
984,16.965517,366,838,22,24,375
985,16.982759,366,838,23,24,366
986,17.0,364,838,27,24,448
987,17.017241,366,838,25,24,419
988,17.034483,365,838,27,24,428
989,17.051724,366,838,27,25,446
990,17.068966,367,839,25,24,411
991,17.086207,367,839,25,24,420
992,17.103448,366,838,26,25,447
993,17.12069,365,839,26,24,425
994,17.137931,366,839,24,24,400
995,17.155172,363,840,25,26,393
996,17.172414,364,840,22,25,362
997,17.189655,362,839,24,27,426
998,17.206897,362,839,24,28,441
999,17.224138,364,841,22,25,363
1043,17.982759,321,845,23,21,362
1044,18.0,319,844,24,22,383
1045,18.017241,317,844,24,21,386
1046,18.034483,315,844,25,22,404
1047,18.051724,314,844,24,22,429
1048,18.068966,312,844,25,22,425
1049,18.086207,310,843,26,23,444
1050,18.103448,310,843,25,23,446
1051,18.12069,308,843,25,23,433
1052,18.137931,306,842,26,25,483
1053,18.155172,305,842,25,25,472
1054,18.172414,303,843,26,23,457
1055,18.189655,303,843,25,23,456
1056,18.206897,303,842,27,23,474
1057,18.224138,302,843,27,23,467
1058,18.241379,302,843,26,23,474
1059,18.258621,302,842,26,25,481
1060,18.275862,300,843,27,24,495
1061,18.293103,299,843,27,24,483
1062,18.310345,297,843,28,24,485
1063,18.327586,296,844,29,25,524
1064,18.344828,295,845,29,26,526
1065,18.362069,294,845,30,27,543
1066,18.37931,292,846,33,26,590
1067,18.396552,291,846,32,25,559
1068,18.413793,290,848,32,21,518
1069,18.431034,288,846,34,25,607
1070,18.448276,288,848,34,22,563
1071,18.465517,287,848,35,22,565
1072,18.482759,287,848,33,22,566
1073,18.5,286,848,34,23,557
1074,18.517241,284,848,37,24,604
1075,18.534483,284,848,36,24,632
1076,18.551724,283,849,36,23,600
1077,18.568966,282,849,35,23,558
1078,18.586207,281,849,30,22,512
1079,18.603448,279,848,31,23,519
1080,18.62069,276,848,29,21,469
1081,18.637931,276,846,28,25,519
1082,18.655172,274,847,31,24,530
1083,18.672414,274,845,28,22,475
1084,18.689655,273,844,28,22,478
1085,18.706897,273,843,32,23,528
1086,18.724138,278,841,28,25,502
1087,18.741379,281,838,26,27,503
1088,18.758621,281,836,35,30,598
1089,18.775862,282,835,22,28,494
1090,18.793103,282,833,22,29,491
1091,18.810345,282,832,23,30,497
1092,18.827586,283,831,23,22,360
1093,18.844828,283,829,25,20,365
1094,18.862069,282,828,27,22,415
1095,18.87931,282,826,26,24,424
1096,18.896552,282,825,27,22,446
1097,18.913793,283,823,27,23,460
1098,18.931034,283,822,26,23,452
1099,18.948276,283,822,27,23,473
1100,18.965517,284,822,27,23,470
1101,18.982759,283,821,27,24,486
1102,19.0,283,820,27,25,498
1103,19.017241,282,820,28,25,521
1104,19.034483,282,819,27,26,524
1105,19.051724,283,818,27,27,527
1106,19.068966,283,817,27,26,522
1107,19.086207,281,816,29,28,601
1108,19.103448,277,815,32,29,662
1109,19.12069,276,814,31,31,690
1110,19.137931,275,814,33,44,853
1111,19.155172,275,812,31,32,719
1112,19.172414,276,811,28,33,716
1113,19.189655,276,812,30,33,734
1114,19.206897,275,812,31,32,714
1115,19.224138,275,811,31,33,725
1116,19.241379,278,809,27,36,733
1117,19.258621,278,807,27,38,751
1118,19.275862,273,804,30,41,859
1119,19.293103,271,802,32,42,936
1120,19.310345,271,799,31,45,939
1121,19.327586,270,796,31,46,981
1122,19.344828,271,795,31,45,984
1123,19.362069,272,794,30,46,992
1124,19.37931,273,793,29,47,1007
1125,19.396552,272,792,30,46,1018
1126,19.413793,273,791,32,45,1034
1127,19.431034,274,790,30,44,993
1128,19.448276,274,789,30,44,981
1129,19.465517,274,787,31,47,1012
1130,19.482759,278,785,26,48,953
1131,19.5,276,784,29,47,973
1132,19.517241,274,782,30,49,1022
1133,19.534483,274,779,29,50,1018
1134,19.551724,274,777,30,51,1021
1135,19.568966,275,775,29,52,999
1136,19.586207,276,772,29,53,1028
1137,19.603448,276,769,29,53,1029
1138,19.62069,276,766,28,47,921
1139,19.637931,278,764,27,46,924
1140,19.655172,276,762,30,44,986
1141,19.672414,278,759,29,46,983
1142,19.689655,278,758,29,44,964
1143,19.706897,275,757,31,45,1008
1144,19.724138,278,756,28,46,973
1145,19.741379,279,755,27,47,962
1146,19.758621,278,753,28,48,1007
1147,19.775862,274,751,32,49,1050
1148,19.793103,274,748,32,51,1037
1149,19.810345,274,746,31,52,1063
1150,19.827586,275,742,29,57,1066
1151,19.844828,275,739,28,55,1054
1152,19.862069,275,736,29,53,1013
1153,19.87931,275,734,28,47,953
1154,19.896552,275,731,28,47,961
1155,19.913793,276,729,28,46,981
1156,19.931034,276,727,29,46,978
1157,19.948276,275,726,30,44,965
1158,19.965517,275,724,29,46,994
1159,19.982759,272,722,31,48,1043
1160,20.0,270,720,33,50,1067
1161,20.017241,270,718,31,48,1044
1162,20.034483,270,714,30,50,1020
1163,20.051724,270,711,29,53,1043
1164,20.068966,269,709,29,53,1081
1165,20.086207,268,706,33,67,1200
1166,20.103448,268,704,30,53,1086
1167,20.12069,267,701,31,49,1111
1168,20.137931,267,698,33,48,1093
1169,20.155172,267,695,31,48,1064
1170,20.172414,267,693,31,48,1069
1171,20.189655,263,691,34,47,1092
1172,20.206897,260,688,36,48,1122
1173,20.224138,260,685,35,49,1145
1174,20.241379,262,682,31,50,1100
1175,20.258621,262,679,31,51,1111
1176,20.275862,262,676,30,54,1162
1177,20.293103,262,673,28,54,1095
1178,20.310345,260,671,30,53,1136
1179,20.327586,260,668,30,49,1089
1180,20.344828,259,666,31,48,1051
1181,20.362069,261,663,29,48,1048
1182,20.37931,260,660,30,49,1068
1183,20.396552,256,657,34,48,1105
1184,20.413793,256,654,34,48,1123
1185,20.431034,256,649,33,49,1105
1186,20.448276,257,646,31,49,1065
1187,20.465517,258,642,30,48,1077
1188,20.482759,257,638,30,52,1101
1189,20.5,256,633,32,49,1102
1190,20.517241,256,630,32,48,1050
1191,20.534483,259,627,29,48,1030
1192,20.551724,262,624,28,47,990
1193,20.568966,260,622,30,44,1001
1194,20.586207,262,621,30,44,958
1195,20.603448,263,617,29,45,948
