frame,time_s,x,y,w,h,area
91,1.568966,599,806,33,32,788
92,1.586207,598,798,60,44,1626
93,1.603448,590,800,52,44,1395
94,1.62069,591,801,48,44,1433
95,1.637931,590,811,44,31,988
96,1.655172,599,809,35,29,773
97,1.672414,609,814,33,28,690
98,1.689655,607,818,38,27,636
99,1.706897,599,819,45,29,823
100,1.724138,590,826,50,23,872
101,1.741379,569,824,69,29,1381
102,1.758621,567,822,71,31,1510
103,1.775862,566,822,68,31,1504
104,1.793103,568,822,67,32,1371
105,1.810345,590,825,49,25,896
106,1.827586,594,824,47,26,886
107,1.844828,594,824,48,26,852
108,1.862069,592,826,47,24,848
109,1.87931,592,826,48,24,876
110,1.896552,592,825,49,25,920
111,1.913793,592,826,47,24,834
112,1.931034,592,826,46,26,811
113,1.948276,592,826,47,24,754
114,1.965517,593,826,47,23,776
115,1.982759,593,827,44,24,767
116,2.0,592,827,45,23,709
117,2.017241,589,827,48,22,651
118,2.034483,574,827,64,23,819
119,2.051724,575,830,63,20,699
120,2.068966,574,831,65,23,745
121,2.086207,574,832,65,20,735
122,2.103448,578,831,63,19,596
125,2.155172,570,831,30,22,461
140,2.413793,568,830,28,26,561
141,2.431034,566,833,28,27,580
142,2.448276,570,834,20,17,262
143,2.465517,590,822,19,10,138
144,2.482759,568,826,24,24,442
145,2.5,566,826,28,26,540
146,2.517241,566,827,28,29,603
147,2.534483,566,829,28,25,551
148,2.551724,566,828,28,26,558
149,2.568966,574,837,16,10,124
151,2.603448,570,830,19,21,290
152,2.62069,566,830,23,24,437
153,2.637931,566,832,22,22,381
196,3.37931,556,816,26,23,409
197,3.396552,555,812,29,27,521
198,3.413793,558,811,28,25,512
199,3.431034,558,809,26,31,599
200,3.448276,558,806,24,31,543
201,3.465517,558,804,20,28,443
202,3.482759,558,803,23,30,494
203,3.5,558,806,20,23,357
253,4.362069,576,806,26,22,379
254,4.37931,576,806,26,23,400
255,4.396552,579,806,23,22,363
256,4.413793,579,806,23,21,356
257,4.431034,573,806,33,25,611
258,4.448276,579,806,25,22,381
259,4.465517,573,806,34,25,611
260,4.482759,576,806,26,22,396
261,4.5,577,806,25,23,407
262,4.517241,578,806,25,23,392
263,4.534483,578,806,25,23,416
264,4.551724,578,806,26,23,431
265,4.568966,578,806,27,23,468
266,4.586207,578,806,27,24,457
267,4.603448,578,806,27,24,445
268,4.62069,578,806,27,23,444
269,4.637931,579,806,27,23,425
270,4.655172,579,806,27,24,434
271,4.672414,579,806,27,25,466
272,4.689655,579,806,27,25,470
273,4.706897,579,806,28,28,530
274,4.724138,574,806,33,28,571
275,4.741379,581,806,26,28,480
276,4.758621,582,806,24,28,448
277,4.775862,582,806,24,27,431
278,4.793103,582,807,24,24,390
279,4.810345,576,806,30,28,486
280,4.827586,578,806,29,28,494
281,4.844828,578,806,29,30,520
282,4.862069,577,806,30,31,525
283,4.87931,576,806,31,31,547
284,4.896552,577,807,30,30,557
285,4.913793,579,807,28,30,477
286,4.931034,579,807,28,30,469
287,4.948276,580,807,27,30,446
288,4.965517,580,807,27,30,473
289,4.982759,580,807,26,30,464
290,5.0,582,808,23,29,398
291,5.017241,582,808,24,29,376
292,5.034483,580,806,28,32,562
293,5.051724,582,807,24,30,375
497,8.568966,575,808,35,21,366
498,8.586207,572,803,42,34,853
499,8.603448,571,801,42,33,800
500,8.62069,572,802,41,32,790
501,8.637931,576,808,35,26,408
502,8.655172,575,808,37,26,585
503,8.672414,576,808,36,27,613
504,8.689655,576,808,35,26,559
505,8.706897,576,808,35,26,565
506,8.724138,576,808,36,27,612
507,8.741379,575,808,37,28,715
508,8.758621,575,808,37,29,731
509,8.775862,576,808,36,29,717
510,8.793103,575,809,37,28,719
511,8.810345,575,809,37,28,700
512,8.827586,575,809,37,28,752
513,8.844828,575,809,37,29,746
514,8.862069,575,809,37,29,725
515,8.87931,575,809,37,29,736
516,8.896552,573,803,39,35,801
517,8.913793,574,803,38,36,796
518,8.931034,575,810,37,30,752
519,8.948276,575,810,38,29,728
520,8.965517,575,810,37,29,694
521,8.982759,575,809,37,31,724
522,9.0,575,809,37,31,767
523,9.017241,575,810,37,30,683
524,9.034483,575,810,37,29,643
525,9.051724,575,810,37,30,651
526,9.068966,575,809,37,31,656
527,9.086207,575,809,37,31,671
528,9.103448,575,810,37,30,657
529,9.12069,576,813,36,27,615
530,9.137931,578,814,34,26,592
531,9.155172,578,814,34,26,580
532,9.172414,578,814,29,27,564
533,9.189655,578,814,29,27,564
534,9.206897,578,814,29,26,548
535,9.224138,578,814,29,27,543
536,9.241379,578,814,29,26,507
537,9.258621,578,814,29,26,511
538,9.275862,578,814,29,26,476
539,9.293103,578,814,29,26,462
540,9.310345,581,814,26,26,452
541,9.327586,582,814,25,26,387
7145,123.189655,574,799,35,21,357
7146,123.206897,574,798,34,22,403
7147,123.224138,570,798,38,22,480
7148,123.241379,572,798,39,25,521
7149,123.258621,572,798,37,22,485
7150,123.275862,569,798,42,24,533
7151,123.293103,569,798,43,25,558
7152,123.310345,566,798,46,25,638
7153,123.327586,566,798,46,26,652
7154,123.344828,566,798,47,28,658
7155,123.362069,566,798,46,26,630
7156,123.37931,565,798,48,28,703
7157,123.396552,565,798,47,26,687
7158,123.413793,565,798,47,27,714
7159,123.431034,564,798,48,26,682
7160,123.448276,564,798,49,28,704
7161,123.465517,564,798,49,28,702
7162,123.482759,564,798,50,28,788
7163,123.5,563,798,52,28,806
7164,123.517241,563,798,51,28,758
7165,123.534483,563,798,51,28,775
7166,123.551724,563,798,50,27,753
7167,123.568966,562,796,52,29,836
7168,123.586207,563,798,51,27,796
7169,123.603448,563,798,51,26,749
7170,123.62069,562,798,51,26,754
7171,123.637931,561,796,52,28,797
7172,123.655172,561,796,52,27,796
7173,123.672414,561,798,52,26,744
7174,123.689655,561,796,52,27,718
7175,123.706897,561,796,52,28,686
7176,123.724138,561,795,25,27,434
7177,123.741379,561,795,27,26,440
7178,123.758621,560,795,26,27,440
7179,123.775862,560,795,23,26,392
7180,123.793103,560,795,53,29,660
7181,123.810345,558,792,56,34,1254
7182,123.827586,560,793,53,32,855
7183,123.844828,560,793,50,34,946
7184,123.862069,560,793,50,33,686
7185,123.87931,560,793,41,33,597
7186,123.896552,560,793,27,29,435
7187,123.913793,560,793,47,33,727
7188,123.931034,560,792,49,39,897
7189,123.948276,560,792,22,30,373
7217,124.431034,582,814,35,15,368
7218,124.448276,582,814,35,17,393
7260,125.172414,549,800,29,29,357
7261,125.189655,548,800,30,30,384
7262,125.206897,548,799,32,33,443
7263,125.224138,548,800,33,33,434
7264,125.241379,548,801,31,31,380
7265,125.258621,548,801,33,32,411
7266,125.275862,548,799,37,34,478
7267,125.293103,548,799,39,35,521
7268,125.310345,548,798,39,36,524
7269,125.327586,548,798,32,34,419
7270,125.344828,548,798,39,35,487
7271,125.362069,547,798,40,35,564
7272,125.37931,547,798,42,36,688
7273,125.396552,547,798,42,36,510
7274,125.413793,547,798,40,36,494
7275,125.431034,547,798,42,36,626
7276,125.448276,546,798,43,37,689
7277,125.465517,546,798,44,38,775
7278,125.482759,546,798,44,38,673
7279,125.5,546,798,44,36,602
7280,125.517241,546,798,44,36,601
7281,125.534483,545,798,45,36,650
7282,125.551724,545,800,46,34,722
7283,125.568966,545,800,48,36,708
7284,125.586207,542,798,52,39,993
7285,125.603448,542,798,52,39,963
7286,125.62069,542,798,51,39,960
7287,125.637931,545,800,48,34,657
7316,126.137931,534,801,24,24,360
7317,126.155172,532,801,26,24,380
7318,126.172414,531,801,27,22,372
7319,126.189655,531,801,27,24,391
7320,126.206897,531,801,27,25,428
7321,126.224138,530,801,28,25,452
7322,126.241379,529,802,30,24,476
7323,126.258621,529,802,29,24,463
7324,126.275862,528,802,30,24,466
7325,126.293103,528,802,30,24,457
7326,126.310345,526,802,32,24,484
7327,126.327586,527,803,30,23,450
7328,126.344828,526,803,31,23,463
7329,126.362069,526,803,31,23,463
7330,126.37931,526,803,31,23,474
7331,126.396552,526,802,31,24,488
7332,126.413793,525,803,33,23,503
7333,126.431034,525,803,33,23,484
7334,126.448276,524,802,34,24,490
7335,126.465517,524,802,34,24,508
7336,126.482759,523,802,35,24,526
7337,126.5,523,802,35,24,515
7338,126.517241,523,802,35,24,502
7339,126.534483,523,802,35,24,518
7340,126.551724,522,802,35,24,529
7341,126.568966,522,803,36,23,557
7342,126.586207,522,803,34,23,528
7343,126.603448,522,804,32,23,482
7344,126.62069,522,806,32,21,459
7345,126.637931,522,806,32,21,451
7346,126.655172,521,805,33,24,489
7347,126.672414,522,806,33,23,481
7348,126.689655,522,806,32,23,463
7349,126.706897,521,806,33,23,473
7350,126.724138,521,806,33,23,452
7351,126.741379,521,806,34,23,461
7352,126.758621,521,806,34,23,466
7353,126.775862,521,806,33,23,448
7354,126.793103,521,806,33,23,441
7355,126.810345,520,806,34,23,436
