frame,time_s,x,y,w,h,area
946,16.310345,617,556,25,22,377
947,16.327586,617,556,25,22,379
948,16.344828,618,556,24,22,369
949,16.362069,618,556,23,22,365
950,16.37931,618,556,23,22,367
951,16.396552,617,556,25,22,383
952,16.413793,617,556,25,24,394
953,16.431034,617,556,24,25,389
954,16.448276,617,556,24,22,365
955,16.465517,617,556,24,22,371
956,16.482759,616,554,25,24,407
957,16.5,615,553,25,24,421
958,16.517241,615,552,26,25,441
959,16.534483,616,552,25,23,419
960,16.551724,615,552,25,23,414
961,16.568966,614,551,26,24,441
962,16.586207,614,551,26,24,417
963,16.603448,614,551,25,26,412
964,16.62069,614,550,25,25,391
965,16.637931,614,551,24,26,392
966,16.655172,614,550,24,27,406
967,16.672414,614,550,24,25,393
968,16.689655,614,550,24,25,386
969,16.706897,614,550,24,25,382
970,16.724138,614,550,24,25,374
971,16.741379,614,550,24,25,374
972,16.758621,614,550,22,26,366
973,16.775862,614,550,22,26,365
974,16.793103,614,549,22,26,370
975,16.810345,614,550,22,25,362
976,16.827586,614,549,21,26,364
977,16.844828,612,548,23,29,419
978,16.862069,612,548,22,30,433
979,16.87931,612,547,22,28,418
980,16.896552,611,546,23,29,437
981,16.913793,611,545,23,30,456
982,16.931034,611,545,23,29,452
983,16.948276,612,544,22,30,451
984,16.965517,612,544,22,25,405
985,16.982759,612,544,22,24,390
986,17.0,612,543,22,25,396
987,17.017241,611,543,23,26,406
988,17.034483,611,544,23,25,395
989,17.051724,611,542,23,26,401
990,17.068966,611,542,23,24,392
991,17.086207,611,542,23,22,389
992,17.103448,610,540,24,24,434
993,17.12069,610,540,24,23,426
994,17.137931,609,538,23,24,447
995,17.155172,608,538,24,24,457
996,17.172414,608,537,24,25,481
997,17.189655,607,537,25,25,498
998,17.206897,607,537,24,26,482
999,17.224138,606,536,24,27,498
1000,17.241379,606,536,24,29,497
1001,17.258621,606,535,24,30,496
1002,17.275862,606,535,24,30,505
1003,17.293103,606,534,24,29,501
1004,17.310345,606,534,23,28,477
1005,17.327586,606,533,23,28,490
1006,17.344828,606,531,23,30,523
1007,17.362069,606,531,23,30,537
1008,17.37931,606,529,23,32,551
1009,17.396552,606,528,23,32,551
1010,17.413793,606,528,23,32,562
1011,17.431034,606,526,23,34,595
1012,17.448276,606,525,23,34,604
1013,17.465517,606,524,24,35,620
1014,17.482759,606,523,23,34,614
1015,17.5,606,522,23,34,615
1016,17.517241,606,522,23,33,631
1017,17.534483,606,520,23,34,661
1018,17.551724,605,519,24,35,659
1019,17.568966,603,518,25,36,663
1020,17.586207,603,516,25,37,682
1021,17.603448,602,515,26,38,707
1022,17.62069,601,514,25,39,751
1023,17.637931,601,514,24,39,707
1024,17.655172,601,513,23,38,660
1025,17.672414,600,513,24,37,666
1026,17.689655,600,513,25,36,667
1027,17.706897,600,512,26,37,701
1028,17.724138,601,511,22,36,660
1029,17.741379,601,510,22,36,658
1030,17.758621,600,508,23,38,687
1031,17.775862,600,506,24,40,699
1032,17.793103,600,505,25,38,706
1033,17.810345,598,503,25,36,675
1034,17.827586,598,502,24,36,678
1035,17.844828,598,499,24,39,713
1036,17.862069,598,497,24,41,739
1037,17.87931,598,495,23,39,724
1038,17.896552,596,494,24,39,719
1039,17.913793,596,491,24,39,685
1040,17.931034,595,491,23,39,679
1041,17.948276,595,489,25,40,743
1042,17.965517,595,488,23,41,744
1043,17.982759,595,488,25,39,734
1044,18.0,595,486,23,39,729
1045,18.017241,594,484,25,41,800
1046,18.034483,594,483,24,40,797
1047,18.051724,594,482,26,40,809
1048,18.068966,594,480,24,42,770
1049,18.086207,593,480,25,35,683
1050,18.103448,593,478,23,36,678
1051,18.12069,591,475,25,39,735
1052,18.137931,590,473,27,38,740
1053,18.155172,590,471,26,36,705
1054,18.172414,590,469,23,37,659
1055,18.189655,590,467,23,38,690
1056,18.206897,590,465,24,38,725
1057,18.224138,590,463,24,38,686
1058,18.241379,590,463,23,36,644
1059,18.258621,590,462,20,39,670
1060,18.275862,590,460,23,38,687
1061,18.293103,590,459,23,40,723
1062,18.310345,590,458,22,37,664
1063,18.327586,590,455,22,38,686
1064,18.344828,590,454,22,37,666
1065,18.362069,590,454,22,36,667
1066,18.37931,588,452,22,38,697
1067,18.396552,586,450,24,37,697
1068,18.413793,586,448,24,37,707
1069,18.431034,586,447,24,36,676
1070,18.448276,585,446,25,37,709
1071,18.465517,584,444,23,38,698
1072,18.482759,584,443,23,36,650
1073,18.5,584,441,23,36,655
1074,18.517241,584,439,24,36,679
1075,18.534483,583,438,24,37,700
1076,18.551724,584,438,24,37,695
1077,18.568966,584,436,23,38,698
1078,18.586207,584,435,23,39,714
1079,18.603448,584,433,24,38,730
1080,18.62069,584,432,24,39,761
1081,18.637931,585,431,23,38,713
1082,18.655172,586,430,22,39,695
1083,18.672414,586,430,22,37,663
1084,18.689655,585,430,23,37,683
1085,18.706897,585,430,23,39,743
1086,18.724138,585,430,22,39,713
1087,18.741379,585,430,22,37,668
1088,18.758621,584,428,24,38,697
1089,18.775862,582,426,25,37,697
1090,18.793103,582,425,24,38,727
1091,18.810345,582,423,24,38,718
1092,18.827586,582,422,24,37,714
1093,18.844828,582,422,23,36,645
1094,18.862069,580,422,25,36,691
1095,18.87931,579,422,25,36,695
1096,18.896552,579,422,23,36,650
1097,18.913793,579,421,23,37,656
1098,18.931034,578,420,24,38,662
1099,18.948276,578,419,24,38,675
1100,18.965517,578,419,24,39,728
1101,18.982759,578,418,23,37,659
1102,19.0,578,418,23,35,639
1103,19.017241,578,418,22,35,628
1104,19.034483,578,417,24,36,663
1105,19.051724,577,417,23,36,671
1106,19.068966,577,417,24,36,667
1107,19.086207,577,416,23,35,646
1108,19.103448,576,415,23,36,652
1109,19.12069,576,414,24,36,678
1110,19.137931,575,412,25,38,730
1111,19.155172,575,410,25,39,691
1112,19.172414,575,410,23,37,663
1113,19.189655,574,409,25,38,727
1114,19.206897,575,408,25,39,730
1115,19.224138,575,408,24,39,730
1116,19.241379,576,407,24,38,668
1117,19.258621,577,406,22,37,649
1118,19.275862,577,406,23,36,662
1119,19.293103,577,404,24,38,724
1120,19.310345,577,403,25,38,740
1121,19.327586,577,401,23,38,695
1122,19.344828,577,398,25,36,691
1123,19.362069,577,396,25,37,693
1124,19.37931,577,394,24,37,697
1125,19.396552,576,392,24,39,721
1126,19.413793,576,390,24,37,713
1127,19.431034,575,389,25,36,683
1128,19.448276,574,387,26,36,733
1129,19.465517,574,386,26,37,762
1130,19.482759,575,384,24,39,726
1131,19.5,574,382,25,37,709
1132,19.517241,574,381,24,38,753
1133,19.534483,575,379,27,40,816
1134,19.551724,575,378,27,42,888
1135,19.568966,577,377,25,42,828
1136,19.586207,577,375,25,42,786
1137,19.603448,578,374,24,41,775
1138,19.62069,578,372,24,40,781
1139,19.637931,578,371,24,41,803
1140,19.655172,578,369,24,40,751
1141,19.672414,578,369,24,40,755
1142,19.689655,578,368,24,42,770
1143,19.706897,578,367,24,43,828
1144,19.724138,578,368,24,42,829
1145,19.741379,578,366,24,43,805
1146,19.758621,578,366,24,43,808
1147,19.775862,578,366,24,43,814
1148,19.793103,578,366,24,41,802
1149,19.810345,578,366,24,43,828
1150,19.827586,579,364,23,41,752
1151,19.844828,579,363,23,42,767
1152,19.862069,579,363,23,40,710
1153,19.87931,578,362,24,41,752
1154,19.896552,579,362,23,41,768
1155,19.913793,579,361,23,39,690
1156,19.931034,579,361,23,39,691
1157,19.948276,579,360,23,38,684
1158,19.965517,578,365,25,40,765
1159,19.982759,576,369,26,41,812
1160,20.0,577,370,25,39,749
1161,20.017241,578,370,24,39,739
1162,20.034483,578,370,24,39,741
1163,20.051724,578,369,24,38,752
1164,20.068966,577,369,24,40,781
1165,20.086207,578,369,24,37,746
1166,20.103448,578,369,24,34,696
1167,20.12069,578,368,24,34,667
1168,20.137931,578,367,24,35,679
1169,20.155172,578,366,24,36,680
1170,20.172414,580,366,22,31,575
1171,20.189655,580,363,22,33,588
1172,20.206897,581,363,21,31,531
1173,20.224138,581,363,23,31,538
1174,20.241379,581,363,23,31,517
1175,20.258621,582,364,22,30,479
1176,20.275862,582,365,20,23,373
1296,22.344828,567,348,26,27,408
1297,22.362069,566,348,25,30,417
1298,22.37931,566,347,24,28,412
1299,22.396552,566,347,24,31,453
1300,22.413793,564,347,25,31,478
1301,22.431034,564,347,25,31,508
1302,22.448276,564,347,24,32,504
1303,22.465517,563,347,23,32,476
1304,22.482759,563,347,23,32,477
1305,22.5,562,347,24,32,499
1306,22.517241,562,347,24,34,538
1307,22.534483,562,347,24,36,556
1308,22.551724,561,348,23,33,523
1309,22.568966,561,348,23,33,533
1310,22.586207,560,348,22,35,550
1311,22.603448,560,347,22,36,564
1312,22.62069,560,346,22,39,599
1313,22.637931,559,345,23,38,594
1314,22.655172,559,344,25,39,637
1315,22.672414,558,344,27,37,636
1316,22.689655,558,344,27,37,642
1317,22.706897,558,344,25,38,644
1318,22.724138,558,344,24,39,629
1319,22.741379,558,344,24,37,611
1320,22.758621,558,343,24,38,624
1321,22.775862,558,343,25,38,629
1322,22.793103,558,343,25,38,628
1323,22.810345,558,340,24,41,631
1324,22.827586,558,339,24,40,663
1325,22.844828,558,338,24,40,671
1326,22.862069,558,337,25,41,706
1327,22.87931,558,337,25,42,708
1328,22.896552,558,337,24,42,672
1329,22.913793,558,337,24,41,681
1330,22.931034,558,337,24,41,671
1331,22.948276,557,336,25,41,703
1332,22.965517,557,336,25,42,709
1333,22.982759,556,335,25,40,678
1334,23.0,556,334,25,43,715
1335,23.017241,556,334,26,41,717
1336,23.034483,556,335,26,40,685
1337,23.051724,556,334,27,41,694
1338,23.068966,555,334,26,42,700
1339,23.086207,554,335,24,36,621
1340,23.103448,553,334,23,37,597
1341,23.12069,553,334,25,36,620
1342,23.137931,553,334,24,36,606
1343,23.155172,552,334,24,37,565
1344,23.172414,552,334,23,36,538
1345,23.189655,552,334,24,36,542
1346,23.206897,552,334,24,36,553
1347,23.224138,551,334,25,36,566
1348,23.241379,552,335,24,35,530
1349,23.258621,551,334,24,36,532
1350,23.275862,551,334,25,35,522
1351,23.293103,551,334,25,33,511
1352,23.310345,550,334,25,35,546
1353,23.327586,550,334,24,33,509
1354,23.344828,550,335,24,31,464
1355,23.362069,550,335,25,32,478
1356,23.37931,550,335,24,32,467
1357,23.396552,550,335,24,32,455
1358,23.413793,550,335,23,32,429
1359,23.431034,548,336,22,34,447
1360,23.448276,548,336,22,34,447
1361,23.465517,550,336,20,34,408
1362,23.482759,550,336,21,31,403
1363,23.5,550,336,22,34,425
1364,23.517241,550,335,22,32,414
1365,23.534483,550,334,21,33,411
1366,23.551724,547,334,24,33,452
1367,23.568966,547,333,23,34,453
1368,23.586207,547,332,23,35,451
1369,23.603448,546,332,22,35,453
1370,23.62069,545,332,23,35,464
1371,23.637931,545,330,23,37,497
1372,23.655172,544,330,24,34,495
1373,23.672414,543,329,25,34,500
1374,23.689655,543,328,24,33,488
1375,23.706897,543,327,24,34,487
1376,23.724138,543,327,25,34,489
1377,23.741379,543,327,25,35,504
1378,23.758621,543,327,24,36,505
1379,23.775862,542,327,24,36,505
1380,23.793103,542,327,25,38,514
1381,23.810345,543,327,25,38,509
1382,23.827586,543,327,25,38,513
1383,23.844828,542,326,26,36,478
1384,23.862069,542,326,24,36,462
1385,23.87931,542,326,23,36,478
1386,23.896552,540,326,24,28,425
1387,23.913793,540,326,24,31,455
1388,23.931034,539,326,25,39,521
1389,23.948276,539,325,25,29,437
1390,23.965517,538,324,25,35,485
1391,23.982759,539,325,24,32,461
1392,24.0,539,326,24,31,454
1393,24.017241,539,326,23,33,462
1394,24.034483,538,326,24,33,465
1395,24.051724,538,325,24,32,457
1396,24.068966,538,324,24,33,459
1397,24.086207,539,324,24,33,470
1398,24.103448,538,324,25,35,495
1399,24.12069,537,320,25,40,579
1400,24.137931,536,320,25,39,585
1401,24.155172,535,319,26,35,585
1402,24.172414,535,320,26,34,579
